geoname_id,ascii_name,feature_cla,feature_cod,country_cod,cou_name_en,country_cod_1,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modificatio,label_en
1125497,Shwak,P,PPLA2,AF,Afghanistan,,36,703,,,0,,2300,Asia/Kabul,2020/6/9,Afghanistan
1125896,Shahrak,P,PPLA2,AF,Afghanistan,,9,2702,,,15967,,2357,Asia/Kabul,2018/2/17,Afghanistan
1131316,Paghman,P,PPL,AF,Afghanistan,,13,108,,,49157,,2328,Asia/Kabul,2020/6/9,Afghanistan
1131649,Now Zad,P,PPLA2,AF,Afghanistan,,10,2306,,,0,,1220,Asia/Kabul,2020/6/9,Afghanistan
1133616,Mazar-e Sharif,P,PPLA,AF,Afghanistan,,30,1601,,,523300,,361,Asia/Kabul,2022/6/18,Afghanistan
1133689,Muta Khan,P,PPLA2,AF,Afghanistan,,29,2915,,,0,,2124,Asia/Kabul,2020/6/9,Afghanistan
1138636,Kalakan,P,PPLA2,AF,Afghanistan,,13,104,,,0,,1593,Asia/Kabul,2020/6/9,Afghanistan
1145128,Chimtal,P,PPLA2,AF,Afghanistan,,30,1608,,,0,,355,Asia/Kabul,2020/6/9,Afghanistan
1145904,Fayroz Koh,P,PPLA,AF,Afghanistan,,9,2701,,,15000,,2263,Asia/Kabul,2020/6/9,Afghanistan
1422873,Langar,P,PPLA2,AF,Afghanistan,,32,1506,,,0,,1440,Asia/Kabul,2018/2/17,Afghanistan
1120497,Bati,P,PPLA2,AF,Afghanistan,,18,817,,,0,,574,Asia/Kabul,2020/6/9,Afghanistan
1120501,Aq Kupruk,P,PPLA2,AF,Afghanistan,,30,1610,,,0,,719,Asia/Kabul,2020/6/9,Afghanistan
1121381,Bazar-e Yakawlang,P,PPLW,AF,Afghanistan,,5,2804,,,65000,,2585,Asia/Kabul,2020/1/2,Afghanistan
1122408,Tir Pul,P,PPL,AF,Afghanistan,,11,2008,,,6979,,751,Asia/Kabul,2020/6/9,Afghanistan
1122705,Bazar-e Tashkan,P,PPLA2,AF,Afghanistan,,1,1124,,,0,,1285,Asia/Kabul,2018/2/17,Afghanistan
1123004,Taloqan,P,PPLA,AF,Afghanistan,,26,1201,,,64256,,801,Asia/Kabul,2018/2/17,Afghanistan
1127547,Sangin,P,PPLA2,AF,Afghanistan,,10,2312,,,13579,,885,Asia/Kabul,2020/6/9,Afghanistan
1129516,Qarqin,P,PPLA2,AF,Afghanistan,,31,1705,,,15018,,263,Asia/Kabul,2020/6/9,Afghanistan
1131162,Panjab,P,PPLA2,AF,Afghanistan,,5,2805,,,13471,,2728,Asia/Kabul,2020/6/9,Afghanistan
1141098,Ghurayd Gharame,P,PPLA2,AF,Afghanistan,,1,1127,,,0,,1884,Asia/Kabul,2020/6/9,Afghanistan
1145511,Tsamkani,P,PPLA2,AF,Afghanistan,,36,708,,,0,,1716,Asia/Kabul,2020/6/9,Afghanistan
1149379,Adraskan,P,PPLA2,AF,Afghanistan,,11,2011,,,0,,1352,Asia/Kabul,2018/2/17,Afghanistan
1423264,Bagh-e Maidan,P,PPLA2,AF,Afghanistan,,40,303,,,0,,1988,Asia/Kabul,2020/6/11,Afghanistan
1429521,Kiraman,P,PPLA2,AF,Afghanistan,,42,3302,,,0,,2527,Asia/Kabul,2020/6/11,Afghanistan
1145352,Charikar,P,PPLA,AF,Afghanistan,,40,301,,,53676,,1554,Asia/Kabul,2019/2/28,Afghanistan
1148106,Art Khwajah,P,PPL,AF,Afghanistan,,26,1214,,,18623,,481,Asia/Kabul,2018/2/17,Afghanistan
1148939,'Ali Khel,P,PPLA2,AF,Afghanistan,,36,711,,,0,,2144,Asia/Kabul,2018/2/17,Afghanistan
1467349,Taqchah Khanah,P,PPLA2,AF,Afghanistan,,26,1217,,,0,,1071,Asia/Kabul,2018/2/17,Afghanistan
1125155,Shindand,P,PPLA2,AF,Afghanistan,,11,2014,,,29264,,1071,Asia/Kabul,2020/6/9,Afghanistan
1125267,Shaykh Amir Kelay,P,PPLA2,AF,Afghanistan,,37,3211,,,0,,1207,Asia/Kabul,2020/6/9,Afghanistan
1126606,Sidqabad,P,PPLA,AF,Afghanistan,,14,201,,,7407,,1486,Asia/Kabul,2018/2/13,Afghanistan
1127110,Sar-e Pul,P,PPLA,AF,Afghanistan,,33,3101,,,52121,,636,Asia/Kabul,2018/2/17,Afghanistan
1128265,Rustaq,P,PPLA2,AF,Afghanistan,,26,1208,,,25636,,1314,Asia/Kabul,2020/6/9,Afghanistan
1132344,Narang,P,PPLA2,AF,Afghanistan,,34,1011,,,0,,779,Asia/Kabul,2018/2/17,Afghanistan
1133657,Maymay,P,PPLA2,AF,Afghanistan,,1,1117,,,0,,1636,Asia/Kabul,2020/6/9,Afghanistan
1137548,Kazhah,P,PPLA2,AF,Afghanistan,,18,805,,,0,,1276,Asia/Kabul,2020/6/9,Afghanistan
1142330,Istalif,P,PPLA2,AF,Afghanistan,,13,106,,,0,,1891,Asia/Kabul,2020/6/9,Afghanistan
1143838,Dasht-e Archi,P,PPL,AF,Afghanistan,,24,1402,,,8263,,379,Asia/Kabul,2018/12/4,Afghanistan
1144121,Darayim,P,PPLA2,AF,Afghanistan,,1,1116,,,0,,1693,Asia/Kabul,2020/6/9,Afghanistan
1145348,Charkh,P,PPLA2,AF,Afghanistan,,17,502,,,0,,2081,Asia/Kabul,2018/2/17,Afghanistan
1148911,Wuluswali 'Alingar,P,PPLA2,AF,Afghanistan,,35,903,,,0,,937,Asia/Kabul,2020/6/9,Afghanistan
1469706,Markaz-e Woluswali-ye Achin,P,PPL,AF,Afghanistan,,18,810,,,15098,,972,Asia/Kabul,2018/2/17,Afghanistan
1120500,Miray,P,PPLA2,AF,Afghanistan,,8,614,,,0,,2077,Asia/Kabul,2020/6/9,Afghanistan
1125890,Shahran,P,PPLA2,AF,Afghanistan,,1,1118,,,0,,2093,Asia/Kabul,2018/2/17,Afghanistan
1127667,Sangar Saray,P,PPLA2,AF,Afghanistan,,18,818,,,0,,517,Asia/Kabul,2020/6/9,Afghanistan
1130132,Qal'ah-ye Shahi,P,PPLA2,AF,Afghanistan,,18,820,,,0,,894,Asia/Kabul,2020/6/9,Afghanistan
1131591,Nusay,P,PPLA2,AF,Afghanistan,,1,1110,,,0,,1260,Asia/Kabul,2020/6/9,Afghanistan
1132046,Nayak,P,PPLA2,AF,Afghanistan,,28,2504,,,0,,2116,Asia/Kabul,2018/2/17,Afghanistan
1132336,Naray,P,PPLA2,AF,Afghanistan,,34,1005,,,0,,1098,Asia/Kabul,2020/6/9,Afghanistan
1135689,Kunduz,P,PPLA,AF,Afghanistan,,24,1401,,,161902,,402,Asia/Kabul,2019/2/26,Afghanistan
1141089,Ghormach,P,PPLA2,AF,Afghanistan,,2,1905,,,30000,,659,Asia/Kabul,2018/2/13,Afghanistan
1142239,Farkhar,P,PPLA2,AF,Afghanistan,,26,1206,,,10480,,1153,Asia/Kabul,2018/2/17,Afghanistan
1146822,Basawul,P,PPLA2,AF,Afghanistan,,18,814,,,6835,,464,Asia/Kabul,2020/6/9,Afghanistan
1137807,Karukh,P,PPLA2,AF,Afghanistan,,11,2005,,,17484,,1340,Asia/Kabul,2018/2/17,Afghanistan
1145605,Chakaray,P,PPLA2,AF,Afghanistan,,13,111,,,0,,2372,Asia/Kabul,2018/2/17,Afghanistan
8534261,Sharan,P,PPLA,AF,Afghanistan,,29,2901,,,2200,,2145,Asia/Kabul,2018/2/13,Afghanistan
1122068,Tormay,P,PPLA2,AF,Afghanistan,,8,603,,,0,,2296,Asia/Kabul,2020/6/9,Afghanistan
1125362,Qashqal,P,PPLA2,AF,Afghanistan,,40,304,,,0,,1733,Asia/Kabul,2020/6/9,Afghanistan
1127664,Sang Atesh,P,PPLA2,AF,Afghanistan,,2,1907,,,0,,634,Asia/Kabul,2018/2/17,Afghanistan
1128186,Ru-ye Sang,P,PPLA2,AF,Afghanistan,,5,2803,,,0,,1751,Asia/Kabul,2018/2/17,Afghanistan
1128565,Ramak,P,PPLA2,AF,Afghanistan,,8,615,,,0,,2183,Asia/Kabul,2020/6/9,Afghanistan
1129013,Quchanghi,P,PPLA2,AF,Afghanistan,,41,3403,,,0,,2456,Asia/Kabul,2020/6/9,Afghanistan
1131406,Obeh,P,PPLA2,AF,Afghanistan,,11,2012,,,0,,1287,Asia/Kabul,2020/7/8,Afghanistan
1134074,Mama Khel,P,PPLA2,AF,Afghanistan,,18,804,,,0,,1531,Asia/Kabul,2020/6/9,Afghanistan
1134762,Larkird,P,PPL,AF,Afghanistan,,33,3104,,,11635,,1508,Asia/Kabul,2018/2/17,Afghanistan
1135980,Khoshamand,P,PPLA2,AF,Afghanistan,,29,2903,,,0,,2011,Asia/Kabul,2020/6/9,Afghanistan
1137147,Chahar Bagh,P,PPLA2,AF,Afghanistan,,7,1811,,,0,,284,Asia/Kabul,2020/6/9,Afghanistan
1141269,Ghazni,P,PPLA,AF,Afghanistan,,8,601,,,141000,,2179,Asia/Kabul,2018/2/17,Afghanistan
1142964,Duab,P,PPLA2,AF,Afghanistan,,32,1505,,,0,,2238,Asia/Kabul,2018/2/17,Afghanistan
1147511,Bagrami,P,PPLA2,AF,Afghanistan,,13,110,,,0,,1788,Asia/Kabul,2020/6/9,Afghanistan
1149371,Afaqi,P,PPLA2,AF,Afghanistan,,26,1202,,,0,,711,Asia/Kabul,2020/7/8,Afghanistan
